具体地点,职位名称,工资,福利tag,公司名称,公司标签,其他标签,岗位要求,是否为推广,会员商家,发布时间,抓取时间,平台
"
                    北京-怀柔区-北房",纯白班|手工活|均薪8000以上,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:24,店长
"
                    北京-怀柔区-北房",线束厂|均薪8000以上|包吃住,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:25,店长
"
                    北京-怀柔区-北房",日结200~手工活~南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:27,店长
"
                    北京-怀柔区-北房",轻松不累~纯白班~均薪8000以上,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:29,店长
"
                    北京-怀柔区-北房",南通大地~雁栖湖~包吃住,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:30,店长
"
                    北京-怀柔区-北房",线束厂~包吃住~均薪8000以上,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:32,店长
"
                    北京-怀柔区-北房",包吃住|日结200|手工活,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:34,店长
"
                    北京-怀柔区-北房",均薪8000以上/线束厂/雁栖湖,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:35,店长
"
                    北京-怀柔区-北房",均薪8000以上！轻松不累！手工活,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:37,店长
"
                    北京-怀柔区-北房",手工活|线束厂|南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:39,店长
"
                    北京-怀柔区-北房",均薪8000以上~手工活~包吃住,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:40,店长
"
                    北京-怀柔区-北房",纯白班+均薪8000以上+南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:42,店长
"
                    北京-怀柔区-北房",纯白班/手工活/南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:44,店长
"
                    北京-怀柔区-北房",手工活~雁栖湖~日结200,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:45,店长
"
                    北京-怀柔区-北房",日结200/均薪8000以上/南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:47,店长
"
                    北京-怀柔区-北房",纯白班！手工活！线束厂,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:49,店长
"
                    北京-怀柔区-北房",均薪8000以上~线束厂~南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:51,店长
"
                    北京-怀柔区-北房",手工活+均薪8000以上+纯白班,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:52,店长
"
                    北京-怀柔区-北房",包吃住/轻松不累/手工活,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:49,店长
"
                    北京-怀柔区-北房",线束厂|手工活|轻松不累,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:50,店长
"
                    北京-怀柔区-北房",纯白班|南通大地|包吃住,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:52,店长
"
                    北京-怀柔区-北房",雁栖湖~包吃住~手工活,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:53,店长
"
                    北京-怀柔区-北房",纯白班/均薪8000以上/日结200,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:55,店长
"
                    北京-怀柔区-北房",线束厂/轻松不累/均薪8000以上,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:56,店长
"
                    北京-怀柔区-北房",纯白班/包吃住/均薪8000以上,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:58,店长
"
                    北京-怀柔区-北房",包吃住！线束厂！轻松不累,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:59,店长
"
                    北京-怀柔区-北房",纯白班|日结200|手工活,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:01,店长
"
                    北京-怀柔区-北房",日结200！纯白班！手工活,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:02,店长
"
                    北京-怀柔区-北房",手工活~雁栖湖~线束厂,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:04,店长
"
                    北京-怀柔区-北房",纯白班~线束厂~手工活,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:05,店长
"
                    北京-怀柔区-北房",手工活+南通大地+雁栖湖,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:07,店长
"
                    北京-怀柔区-北房",南通大地/轻松不累/雁栖湖,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:08,店长
"
                    北京-怀柔区-北房",包吃住~均薪8000以上~雁栖湖,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:10,店长
"
                    北京-怀柔区-北房",均薪8000以上~轻松不累~纯白班,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:11,店长
"
                    北京-怀柔区-北房",轻松不累！雁栖湖！南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:13,店长
"
                    北京-怀柔区-北房",手工活|轻松不累|均薪8000以上,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:15,店长
"
                    北京-怀柔区-北房",包吃住~纯白班~日结200,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:16,店长
"
                    北京-怀柔区-北房",均薪8000以上！南通大地！纯白班,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:26:18,店长
"
                    北京-怀柔区-怀柔区",手工活/包吃住/雁栖湖,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:17,店长
"
                    北京-怀柔区-北房",南通大地~包吃住~轻松不累,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:19,店长
"
                    北京-怀柔区-北房",雁栖湖！纯白班！手工活,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:20,店长
"
                    北京-怀柔区-北房",手工活~均薪8000以上~轻松不累,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:21,店长
"
                    北京-怀柔区-北房",日结200~手工活~线束厂,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:23,店长
"
                    北京-怀柔区-北房",南通大地！雁栖湖！纯白班,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:24,店长
"
                    北京-怀柔区-北房",包吃住！雁栖湖！手工活,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:26,店长
"
                    北京-怀柔区-北房",日结200/均薪8000以上/纯白班,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:27,店长
"
                    北京-怀柔区-北房",手工活|均薪8000以上|南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:29,店长
"
                    北京-怀柔区-北房",均薪8000以上！纯白班！包吃住,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:31,店长
"
                    北京-怀柔区-北房",包吃住~雁栖湖~手工活,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:32,店长
"
                    北京-怀柔区-北房",轻松不累|包吃住|日结200,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:34,店长
"
                    北京-怀柔区-北房",日结200/手工活/包吃住,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:35,店长
"
                    北京-怀柔区-北房",均薪8000以上/包吃住/南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:37,店长
"
                    北京-怀柔区-北房",雁栖湖+均薪8000以上+纯白班,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:38,店长
"
                    北京-怀柔区-北房",纯白班/雁栖湖/南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:40,店长
"
                    北京-怀柔区-北房",日结200/手工活/南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:41,店长
"
                    北京-怀柔区-北房",手工活|纯白班|南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:43,店长
"
                    北京-怀柔区-北房",雁栖湖！轻松不累！纯白班,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:45,店长
"
                    北京-怀柔区-北房",雁栖湖！轻松不累！南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:46,店长
"
                    北京-怀柔区-北房",纯白班+日结200+包吃住,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:45,店长
"
                    北京-怀柔区-北房",均薪8000以上+手工活+包吃住,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:47,店长
"
                    北京-怀柔区-北房",包吃住~南通大地~雁栖湖,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:48,店长
"
                    北京-怀柔区-北房",包吃住/线束厂/轻松不累,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:50,店长
"
                    北京-怀柔区-北房",日结200|轻松不累|手工活,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:51,店长
"
                    北京-怀柔区-北房",雁栖湖~纯白班~线束厂,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:53,店长
"
                    北京-怀柔区-北房",日结200|线束厂|包吃住,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:55,店长
"
                    北京-怀柔区-北房",日结200/均薪8000以上/包吃住,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:56,店长
"
                    北京-怀柔区-北房",雁栖湖~均薪8000以上~轻松不累,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:58,店长
"
                    北京-怀柔区-北房",纯白班+手工活+线束厂,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:59,店长
"
                    北京-怀柔区-北房",纯白班/雁栖湖/均薪8000以上,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:01,店长
"
                    北京-怀柔区-北房",线束厂！雁栖湖！纯白班,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:02,店长
"
                    北京-怀柔区-北房",均薪8000以上+南通大地+纯白班,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:04,店长
"
                    北京-怀柔区-北房",日结200+手工活+南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:05,店长
"
                    北京-怀柔区-北房",日结200！轻松不累！纯白班,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:07,店长
"
                    北京-怀柔区-北房",雁栖湖|南通大地|日结200,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:08,店长
"
                    北京-怀柔区-北房",南通大地/轻松不累/线束厂,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:10,店长
"
                    北京-怀柔区-北房",日结200/纯白班/线束厂,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:12,店长
"
                    北京-怀柔区-北房",轻松不累|均薪8000以上|纯白班,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:13,店长
"
                    北京-怀柔区-北房",包吃住/手工活/雁栖湖,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:25:15,店长
"
                    北京市-通州区-马驹桥",普工包吃住日洁280一天,7000-8000元/月,老板好|免费工装|包吃|包住|步行10分钟内|热水器|储物柜|空调|,北京香满钵餐饮,,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:13,店长
"
                    北京-怀柔区-北房",手工活/线束厂/南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:15,店长
"
                    北京市-通州区-李桥",普工/操作工,3000-8000元/月,包三餐|包早餐|包午餐|包吃|包晚餐|空调|包住|,北京中视星瑞文化传播 (北京中视星瑞文化传播),,,"
                    经验要求：不限经验",,,,2025/02/19 21:24:17,店长
"
                    北京-怀柔区-北房",手工活~纯白班~雁栖湖,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:18,店长
"
                    北京市-海淀区-万柳",有住宿8k大型超市普工理货分拣员,8000-9000元/月,弹性工作|就近分配|免费工装|电动车免费|,盒马鲜生,,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:20,店长
"
                    北京市-丰台区-花乡",服务员,5000-6500元/月,晋升空间大|,北京丰好丰烤串店...,,,"
                    经验要求：不限经验",,,,2025/02/19 21:24:21,店长
"
                    北京-怀柔区-北房",手工活~包吃住~雁栖湖,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:23,店长
"
                    北京-怀柔区-北房",均薪8000以上~雁栖湖~南通大地,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:24,店长
"
                    北京-怀柔区-北房",线束厂~包吃住~日结200,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:25,店长
"
                    北京-大兴区-亦庄",急招260一天,6000-7500元/月,环境好|晋升空间大|免费工装|就近分配|帅哥美女多|包吃|四人间|wifi|热水器|空调|包住|步行10分钟内|三人间|,鸿旭人力,,,"
                    经验要求：不限经验",,,,2025/02/19 21:24:27,店长
"
                    北京市-通州区-马驹桥",普工包装工260一天包吃住,5000-8000元/月,老板好|免费工装|包吃|包住|步行10分钟内|热水器|储物柜|空调|,北京香满钵餐饮,,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:29,店长
"
                    北京-怀柔区-北房",轻松不累/雁栖湖/线束厂,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:30,店长
"
                    北京-怀柔区-北房",手工活+日结200+雁栖湖,6000-8000元/月,,安心保 (安心保),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:33,店长
"
                    北京市-海淀区-阳坊",普工,5000-10000元/月,加班补助|全勤奖|带薪年假|员工旅游|餐补|通讯补贴|交通补助|,钰泽兴,,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:35,店长
"
                    北京市-通州区-通州区",普工（医疗器械类）,4000-6000元/月,免费培训|班车接送|环境好|员工食堂|,山南海拓,,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:37,店长
"
                    北京市-昌平区-沙河",冷库普工,7000-8000元/月,双人间|老板好|帅哥美女多|弹性工作|免费工装|,隆晟伟业,,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:41,店长
"
                    北京市-大兴区-亦庄",电子厂普工,7500-8500元/月,包三餐|环境好|四人间|步行10分钟内|,中冀伟业,,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:23:42,店长
"
                    -丰台区-科技园区",普工夜班男,6000-8000元/月,老板好|晋升空间大|免费工装|员工聚餐|车接车送|,乙辉华强 (狼垡大葆台分店),,,"
                    经验要求：不限经验|
                    学历要求：初中及以下",,,,2025/02/19 21:23:45,店长
"
                    -海淀区-西北旺",服务员 收银员 普工,5000-6000元/月,环境好|晋升空间大|,携手创食记,,,"
                    经验要求：1-3年经验|
                    学历要求：初中及以下",,,,2025/02/19 21:23:46,店长
"
                    北京市-朝阳区-十里堡",外卖档口普工,5000-6500元/月,老板好|不加班|包吃|,成弘 (成弘),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:23:50,店长
"
                    北京市-房山区-良乡",普工操作工男女,6000-8000元/月,包三餐|免费工装|步行10-30分钟|四人间|wifi|提供低价住宿|,众腾华越 (窦店工业园),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:23:52,店长
"
                    北京市-顺义区-后沙峪",食品厂普工,4500-5500元/月,,陆美食品,,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:23:53,店长
"
                    北京市-房山区-良乡",普工操作工,5000-8000元/月,环境好|,众腾华越,,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:00,店长
"
                    北京市-朝阳区-朝外",招普工/操作工+包住,300元/天,环境好|8小时工作制|员工旅游|老板好|免费培训|包住|热水器|wifi|空调|步行10分钟内|,北京吉光之境文化科技 (马驹桥),,,"
                    经验要求：不限经验",,,,2025/02/19 21:24:06,店长
"
                    北京市-朝阳区-小红门",普工/美体操作工,5000-7500元/月,环境好|老板好|员工旅游|,北京凯盈佳美 (塑吧减肥养生连锁),,,"
                    经验要求：不限经验|
                    学历要求：不限",,,,2025/02/19 21:24:09,店长
北京·大兴区·旧宫,普工/操作工/夜班兼职,4.8-6K,周结工资兼职,康众泰,家政服务|0-20人,,经验不限|初中及以下,,,,2025/02/19 21:23:33,boss
北京·怀柔区·雁栖,诚聘各岗位普工、操作工,6-7K,午餐免费4人间宿舍有空调缴纳商保不穿无尘服坐班恒温车间车间流水线两班倒长白班月结工资读写26个字母,北京升兴智能科技,其他制造业|1000-9999人,,经验不限|学历不限,,,,2025/02/19 21:23:33,boss
北京·通州区·次渠,普工，清洗油烟机,7-8K,能接受夜班,浩可环保,环保|20-99人,,经验不限|学历不限,,,,2025/02/19 21:23:33,boss
北京·通州区·潞苑,普工(诚聘送水师傅),7-8K,"有餐补4人间宿舍缴纳商保长白班月结工资包住底薪加提成餐补全职
交通补助，年终奖，全勤奖，带薪年假，通讯补贴，员工旅游，餐补，加班补助",一品清润,食品/饮料/烟酒|不需要融资|0-20人,,经验不限|学历不限,,,,2025/02/19 21:23:33,boss
北京·通州区·玉桥,普工/学徒工,5-8K,有餐补4-8人间宿舍住宿免费有空调缴纳商保做六休一月休四天月结工资免体检包进,北京鹏有广告制作,广告/公关/会展|0-20人,,经验不限|学历不限,,,,2025/02/19 21:23:34,boss
北京·怀柔区·雁栖,中介公司招聘普工/操作工,6-7.1K,"4人间宿舍
加班补助，节日福利，免费班车，全勤奖，员工旅游，带薪年假，五险一金",东明,原材料及加工/模具|500-999人,,经验不限|学历不限,,,,2025/02/19 21:23:34,boss
北京,得福祥餐饮招聘普工/操作工,4-4.5K,"三餐免费工作餐免费4-8人间宿舍缴纳商保月结工资体检免费
年终奖，免费工装，意外险，宿舍有空调，包住，包吃，带薪年假，节日福利，加班补助，五险一金，有无线网",得福祥餐饮,餐饮|不需要融资|100-499人,,经验不限|学历不限,,,,2025/02/19 21:23:34,boss
北京,生产普工,4-7K,三餐免费住宿免费月结工资,美美康洁,其他生活服务|20-99人,,经验不限|初中及以下,,,,2025/02/19 21:23:34,boss
北京,洗衣工，烫工，普工,4.5-8K,三餐免费住宿免费,北京洁神清洁有限公司,其他生活服务|20-99人,,经验不限|学历不限,,,,2025/02/19 21:23:35,boss
北京,招聘普工,5-7K,工作餐免费4人间宿舍住宿免费有空调不看显微镜不穿无尘服恒温车间两班倒月结工资体检免费免体检包进有责任心 吃苦耐劳 有团队精神,嘉艺炫彩,广告/公关/会展|20-99人,,经验不限|学历不限,,,,2025/02/19 21:23:35,boss
北京·朝阳区·双桥,管吃住招广告普工及学徒,5-6K,周末单休加班费带薪年假包吃包住绩效奖金夜班补助节假日加班费普工,双龙堂喷绘,广告营销|未融资|20-99人,,经验不限|学历不限,,,,2025/02/19 21:23:35,boss
